0,0,55,0:0,0,58,0
0,0,58,0:0,1,1,0
0,1,2,0:0,1,5,0
0,1,5,0:0,1,9,0
0,1,10,0:0,1,14,0
0,1,14,0:0,1,16,0
0,1,17,0:0,1,20,0
0,1,20,0:0,1,27,0
0,1,31,0:0,1,33,0
0,1,33,0:0,1,37,0
0,1,38,0:0,1,41,0
0,1,41,0:0,1,45,0
0,1,46,0:0,1,52,0
0,1,53,0:0,1,55,0
0,1,56,0:0,2,4,0
0,2,5,0:0,2,9,0
0,2,9,0:0,2,12,0
0,2,13,0:0,2,17,0
0,2,17,0:0,2,21,0
0,2,21,0:0,2,23,0
0,2,24,0:0,2,28,0
0,2,28,0:0,2,35,0
0,2,35,0:0,2,39,0
0,2,39,0:0,2,43,0
0,2,43,0:0,2,51,0
0,3,40,0:0,3,43,0
0,3,43,0:0,3,46,0
0,3,48,0:0,3,50,0
0,3,50,0:0,3,54,0
0,3,55,0:0,3,57,0
0,3,57,0:0,4,2,0
0,4,3,0:0,4,6,0
0,4,6,0:0,4,12,0
0,4,14,0:0,4,18,500
0,4,18,500:0,4,21,0
0,4,22,0:0,4,26,0
0,4,26,0:0,4,30,0
0,4,30,0:0,4,34,0
0,4,34,0:0,4,38,0
0,4,38,0:0,4,45,0
0,4,45,0:0,4,48,200
0,4,48,200:0,4,53,0
0,4,53,0:0,5,0,0
0,5,0,0:0,5,4,0
0,5,4,0:0,5,7,0
0,5,7,0:0,5,11,0
0,5,11,0:0,5,16,0
0,5,16,0:0,5,19,0
0,5,19,0:0,5,23,0
0,5,23,0:0,5,30,0
0,5,30,0:0,5,34,0
0,5,34,0:0,5,38,0
0,5,38,0:0,5,48,0
